Unnamed: 0,author,date,text,label,video,LF1,LF2,LF3,LF4,LF5,LF6,LF7,LF8,LF9,LF10,major_label
327,TheHotChocolate,2013-07-13T18:26:37.017000,she is sooooo beautiful!,0,5,-1,-1,-1,-1,-1,-1,0,-1,0,0,0
165,liliana ciancio,2015-05-21T14:52:58.650000,Wanderfol is love or miusicï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
186,link chick,2013-10-18T13:17:29.088000,visit &quot; ww estiloproduction com &quot; best website to make money,1,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
319,hsn moghrbi,2013-07-17T21:14:40.168000,wow,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
107,Octavia W,2015-05-22T02:33:26.041000,Waka waka ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
75,Lucia Scarlet,2015-05-22T11:56:53.104000,Amazing songï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
337,lynchee360,2013-07-14T22:38:26.779000,I love dis song!! 3,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
301,Abdullah Fawzi,2015-05-25T06:25:22.319000,"coby this USL and past :<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX<br />delete space after yï»¿",1,5,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1
53,mermskg,2013-10-04T05:20:55.524000,This makes me miss the world cup,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
243,â€«ÙƒÙŠÙƒÙ‡ ÙˆØ³ØªØ§ÙŠÙ„ÙŠ ÙÙŠÙƒÙ‡ ÙƒÙŠÙƒÙ‡ ÙˆØ³ØªØ§ÙŠÙ„ÙŠ ÙÙŠÙƒÙ‡â€¬,2015-05-24T14:57:52.858000,ILove shakira ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
350,macgyver16,2013-07-23T17:00:14.596000,adf.ly / KlD3Y,1,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
187,Trollsif Stalin,2015-05-21T01:05:19.225000,"I believe that soccer promotes terrorism. Bad choice, Shakira.ï»¿",0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
81,laura elliott,2013-07-16T05:48:01.795000,i watched this because of the large amount of views and now i am convinced it is because that girl is so hot,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
336,lildeneiro,2013-11-01T11:03:14.840000,"Still amazing this song!! I did a French Kpop Parody. Please come on my Channel to watch it. Share, suscribe, comment Thanks",1,5,1,-1,-1,1,0,-1,-1,-1,-1,-1,1
306,Aveonne Walker,2015-05-26T21:36:16.925000,Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
226,CC FootballWorld,2013-08-24T12:41:23.384000,Please go in and see our Channel and subscribe :-). It would be Nice mate.,1,5,-1,1,-1,1,-1,-1,-1,-1,-1,0,1
268,Mohamed Anhari,2015-05-19T23:02:25.583000,BEST SONG! GO SHAKI :Dï»¿,0,5,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0
202,timemastro1,2013-09-05T19:31:01.424000,god she is so sexy! drives me crazy!,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
232,THE GAMER OF TOMORROW,2015-05-20T14:56:07.374000,5 years ago damn ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
109,latrell brown,2013-10-01T23:42:30.928000,CHECK OUT DANEJA GOOD GIRL,1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0
18,Diaz Katherine,2013-08-17T21:11:39.761000,Earn money for being online with 0 efforts!    bit.ly\14gKvDo,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
177,Zcoria Kelly,2015-05-25T22:43:48.266000,Love this songï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
47,Lizzy Molly,2013-09-09T17:34:07.052000,PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,1,5,1,-1,-1,1,-1,1,-1,-1,-1,-1,1
220,Eric Gonzalez,2015-05-24T15:35:03.844000,"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!ï»¿",0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
328,Jet Lee,2015-04-23T08:08:38.925000,There are beautiful songs please subscribeï»¿,1,5,-1,1,-1,1,0,-1,-1,-1,-1,0,0
56,Sabina Pearson-Smith,2013-07-13T13:14:30.021000,I love this song for two reasons: 1.it is about Africa 2.i was born in beautiful south Africa,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
289,,,,1,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
214,LiveLikeLien x,2015-05-20T00:57:56.444000,"It makes me happy instantly, and makes me forgot everything bad happening!ï»¿",0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
342,PrÃ¬Ã±Ã§eÅ›Å› Ã‚liÅ› ÅÃ¸vÃª DÃ¸mÃ­Ã±Ã¸ MÃ¢Ä‘iÅ›â„¢ ï»¿,2015-05-28T21:00:08.607000,I love song ï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
357,Ð”Ð¼Ð¸Ñ‚Ñ€Ð¸Ð¹ Ð“Ð°Ð²Ñ€Ð¸Ð»Ð¾Ð²,2015-05-21T16:29:03.583000,5 years soon!ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
10,The Emerald Minecraft,2015-05-22T00:47:50.295000,Lol I love this songï»¿,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
93,Toby Bywater,2015-05-25T01:47:45.053000,Thumbs up if your watching in 2015ï»¿,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,2015-05-25T23:42:49.533000,Check out this video on YouTube:ï»¿,,1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
194,MOHAMED THASLEEM,2015-05-24T07:03:59.488000,super musicï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
277,AlabaGames,2015-05-22T00:31:43.922000,Subscribe my channel Â I RECORDING FIFA 15 GOALS WATCH NOW :Dï»¿,1,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
132,Manish Ray,2015-05-23T08:55:07.512000,This song is so beauty,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
163,Sudheer Yadav,2015-05-28T10:28:25.133000,SEE SOME MORE SONG OPEN GOOGLE AND TYPE Shakira GuruOfMovieï»¿,1,5,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
2,Nirab Valobasha,2015-05-27T21:31:38.388000,I like shakira..ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
326,Hidden Love,2013-08-06T11:40:05.581000,Hi. Check out and share our songs.,1,5,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0
334,twee gekkos,2015-05-22T20:10:26.759000,I like this song ï»¿,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
249,Adam Whitney,2013-08-25T03:56:24.363000,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I donâ€™t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. Iâ€™m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",1,5,1,-1,-1,1,0,1,-1,-1,-1,0,1
262,WhatUKnow,2013-10-07T02:59:17.497000,Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow,1,5,1,1,-1,-1,-1,-1,-1,0,-1,0,0
110,real money,2013-10-30T15:55:56.097000, subscribe to my feed,1,5,1,1,-1,-1,-1,-1,0,-1,-1,-1,1
263,Alex John,2015-05-28T07:44:52.614000,Awesome ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,0,0,0
227,GALAXIAN HD,2015-04-26T17:36:25.815000,i am from Brazil please subscribe my channel love you allï»¿,1,5,1,1,-1,1,-1,-1,-1,-1,-1,0,1
77,Ø§Ø³ÙŠØ§ Ø§Ù„Ø®ÙˆØ§Ø¬Ø©,2013-09-05T18:47:29,Nice,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
133,Maika Kate Mish Linn,2013-08-31T08:56:12.507000,:) I&#39;ll subscribe to you. You look Nice :),1,5,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1
233,Jobs Ho ä½•ç¥¯å–¬,2015-05-22T13:23:20.077000,Waka waka !!!ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
307,Ishfaq khan,2013-10-21T07:18:41.460000, plz i wilsubscribe me frndzzl subscribe u back,1,5,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1
68,StanÅ¡a Matej,2013-08-13T19:18:54.893000,please subscribe to my page. thanks.,1,5,1,1,-1,1,-1,-1,-1,-1,-1,-1,1
240,Latin Bosch,2013-07-12T22:33:27.916000,Shakira is the best dancer,0,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
158,Chris Boatsome,2013-08-30T22:41:51.117000,Hey dickwad - we&#39;re all africans. The colour of your skin just tells us something about how long ago your ancestors left Africa.   Check out Baba Brinkman - he has a song called &quot;I&#39;m A African&quot;   Go learn something.,1,5,-1,-1,-1,-1,0,1,-1,-1,-1,-1,1
113,Jessica Onyekwere,2015-05-23T17:42:14.383000,"This song is special, because is a song for Africa  and I am an African ï»¿",0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
137,Riley Rollins,2013-07-16T00:30:46.660000,"O peoples of the earth, I have seen how you perform every form of evil at your leisure! You cease not from reveling in that which I hate! Behold, you murder the innocent day and night and plot evil against your neighbor! You stand up for the rights of those who commit abomination and clap your hands as wickedness is celebrated openly in the streets!... O MOST PERVERSE AND ABOMINABLE GENERATION, SHALL I NOT REPAY?!  Hear the Word of The Lord - TrumpetCallOfGodOnline.  co m",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
20,RanMC & RVNNIN' RVNN,2013-09-26T20:13:40.670000,Hey check out our new musicvideo &#39;&#39;Life&#39;s a celebration&#39;&#39; Peace !,1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
251,Stephen Lister,2015-05-27T16:04:42.059000,Love songï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,0,0
148,black tiger,2015-05-22T05:23:38.336000,i love uÂ  shakiraï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
118,alejandro rojas,2015-05-23T03:50:04.006000,Oh my god go to 1 billion of replay i love shakiraï»¿,0,5,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
261,Lala Ella,2015-05-24T14:16:59.411000,OMG LISTEN TO THIS ITS SOO GOOD!! :Dï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0
313,Bold Skud,2013-09-06T20:43:57.411000,I always have goose bumps at that part,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
139,KILLER SVK,2015-05-19T19:12:17.614000,sexy shakiraï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
248,Trang Le,2013-10-02T00:48:17.158000,Shakira voice sound spanish but that is what make the music sound amazing â™¥I LOVE IT,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
181,high tems,2013-10-12T09:13:19.285000,subscribe  my,1,5,1,1,-1,-1,-1,-1,0,-1,-1,-1,1
221,Hadrien Robalo Marques,2013-10-05T22:31:44.181000,The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro (â‚¬) as money,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
213,Basanagowda Policepatil,2015-05-20T14:47:02.884000,Very nice,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
315,2015-05-09T00:09:35.368000,Pleas subscribe my channel GamezZMTAï»¿,,1,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
14,Alain Bruno,2013-10-02T04:01:20.922000,Shakira is very beautiful,0,5,-1,-1,-1,-1,-1,-1,0,-1,0,0,0
364,Madalynn Miller,2015-05-23T12:51:30.214000,Thank you. Please give your email.Â ï»¿,1,5,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
184,Alexander Solli,2015-05-24T12:32:18.770000,My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.ï»¿,1,5,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
185,Coc Chitthu,2015-05-26T16:45:32.708000,i remember this song!,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0
115,rijia babu,2013-11-02T15:17:41.037000,"Hey, have you tried &quot;DribblePROshot&quot; yet? Just do a search on Google. On their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time... It transformed Fausto into a substantially better football/soccer player...to the amazement of his team mates. Hopefully it works for you too.",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
369,Katie Mettam,2013-07-13T13:27:39.441000,I love this song because we sing it at Camp all the time!!,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
15,Lucas Bonini,2015-05-20T17:15:30.741000,Gusttavo Lima VocÃª nÃ£o me conhece <br />Check outï»¿,1,5,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1
19,Chris Williams,2013-10-02T07:50:13.051000,Shakira I love you,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
3,Adam Whitney,2013-08-26T05:24:14.644000,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I donâ€™t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. Iâ€™m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",1,5,1,-1,-1,1,0,1,-1,-1,-1,0,1
166,RapStarz Coleman,2013-08-28T19:05:48.998000,Wats Good Go Check Out My Music On Da Channel Ik Yall Got me,1,5,1,-1,-1,-1,-1,1,-1,-1,-1,0,1
368,TheEpicMixx':)x,2013-08-08T14:54:45.831000,Please.. Check my channel out:) I subscribe back..;),1,5,1,1,-1,1,-1,1,-1,-1,-1,0,1
322,OnlineJobs99,2013-10-07T03:35:34.267000,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Incomeâ€¦Only at 4NetJobs.com",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
195,Ruchira Naidu,2015-05-20T14:34:27.224000,"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>ï»¿",1,5,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1
114,jundi sahibol,2013-09-07T05:55:49.698000,awesome,0,5,-1,-1,-1,-1,-1,-1,0,-1,0,0,0
30,Kenji Bustalinio,2013-10-02T11:46:51.783000,:),0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
57,MikeTheOne42,2015-05-26T17:19:16.527000,still watching in 2015...ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
175,salama al jadeedi,2013-10-02T13:22:09.610000,wow,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
7,GamingWith Kim,2015-05-23T17:40:19.322000,&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.ï»¿,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
332,Gabriella Korotasz,2013-10-04T22:49:59.635000,She&#39;s so pretty,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
29,ThirdDegr3e,2013-07-13T20:47:40.793000,**CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE****,1,5,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
182,Abdullah Alawani,2013-10-02T12:49:44.963000,I love you,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
271,Noiseâ€‹Break,2013-09-21T22:11:23.900000,Subscribe &amp; Like /watch?v=5tu9gN1l310,1,5,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1
351,Free Video Tv,2015-05-21T21:15:41.869000,subscribe to me and I wil subscribe to you backï»¿,1,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
235,Hermen De Greef,2015-05-22T21:46:43.778000,Yea stil the best WK song ever<br />Thumbs up of you think the same<br />ï»¿,1,5,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0
135,jeffrey jules,2013-07-13T12:09:31.188000,wow,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
160,Su Xianfeng,2013-10-05T11:54:10.192000,subscribe now!!!!!! love the song!!!!!! love football!!!,1,5,-1,1,-1,-1,0,-1,-1,-1,0,0,0
200,5000palo,2013-10-04T16:15:05.278000,I want new song,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0
1,Juan Martinez,2013-10-02T03:08:55.478000,She is perfect! &lt;3,0,5,-1,-1,-1,-1,-1,-1,0,-1,0,0,0
127,SmokinBlue,2015-05-19T22:08:37.320000,THIS IS SHIT AND SOOOOO AUTOTUNEDï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
188,James Cook,2013-10-14T10:35:03.861000,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Incomeâ€¦Only at 4NetJobs.com",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,Angelica Figueroa,2015-05-24T20:29:41.546000,My friend Sam loves this songðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜Šï»¿,0,5,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
13,Kevin Sosa,2015-05-27T20:04:41.308000,Why so many disliked??????!!!!!!ðŸ˜¯ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
239,TheBoss,2013-09-06T23:42:08.961000,This Song will never get old,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0
247,500 Subscribers with no videos?,2015-04-22T17:36:57.326000,Can this channel get 500+ subscribers? You can make that happen :Dï»¿,1,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
99,Pyles Baxter,2013-10-03T00:21:52.191000,"I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk",1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
50,CliP ArT shoW,2015-05-06T07:40:02.079000,Subscribe and Win a CAP<br />       â˜†â˜†â˜†â˜†â˜†ï»¿,1,5,-1,1,-1,-1,-1,-1,-1,0,-1,-1,0
51,Misako Detenamo,2015-05-23T07:27:41.917000,I heard this when I was only 6 years old and I still love itï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
288,brooke louise,2013-09-07T11:30:46.720000,OMG LOVE THIS!,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
138,Analena LÃ³pez,2015-05-28T17:08:29.827000,shakira is best for worldcupï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
67,Ayano Hattori,2015-05-21T00:04:37.489000,I loved this song when I was in my teenage years!ï»¿,0,5,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1
304,ernesta gerikaite,2013-09-07T05:30:09.654000,cool,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
210,Gotcha Laughs,2013-08-19T17:21:29.806000,Wanna Laugh??? Please SUBSCRIBE to our channel!!!,1,5,-1,1,-1,1,-1,-1,-1,0,-1,-1,1
198,Northland Paranormal Society,2013-08-27T13:35:06.557000,Northland Paranormal Society is now on YouTube! Check out our channel of real Paranormal evidence!! facebook/ Northland Paranormal Society!!!,1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
103,Shadrach Grentz,2013-08-02T03:15:46.914000,"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :)",1,5,1,-1,-1,-1,-1,1,-1,-1,-1,0,1
269,Orlando Saeroon,2015-05-23T09:50:45.142000,Best World Cup Songï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,0,-1,0
172,LaiLa Steudle,2015-05-19T19:06:50.714000,I love you Shakiria!!!!!!ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
76,strong heart,2015-05-21T08:00:58.240000,wow,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
92,Tomke Brate,2015-05-19T20:02:18.759000,....I stil lisening this :)ï»¿,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
79,John Jones,2013-09-07T10:25:25.376000,Ouf Ouf OUFFFFFFFFFFFFFFFFFF!!!!!!!! :),0,5,-1,-1,-1,-1,-1,-1,0,0,-1,0,0
66,Athena Gomez,2015-05-23T20:45:58.511000,Your the bestâ™£â™¥ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
74,TAKAHASHI KAITO,2013-09-06T14:51:05.944000,good!!,0,5,-1,-1,-1,-1,-1,-1,0,-1,0,0,0
168,jameskileymusic,2013-10-06T05:38:47.524000,Check out my bass cover of hips don&#39;t lie by shakira!,1,5,1,-1,-1,-1,-1,1,-1,-1,-1,0,1
299,Mohammed Yousef,2015-05-24T22:42:30.198000,ILOVETHISSONGï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0
229,Eidya Pal,2015-05-25T14:43:55.353000,i totally love this song. absolutely fantastic! i love ya shakira!ï»¿,0,5,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0
324,DynamicDesignStudios,2013-08-15T19:58:19.748000,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I donâ€™t have any money for advertisements, no chance of getting heard, nothing... If this comes off as spam, sorry. I am a video animator, just trying to make it up into the video animation industry. Please give me the chance to prove myself to you. Please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! Thank You! ",1,5,1,1,-1,1,-1,-1,-1,-1,-1,0,1
180,5000palo,2013-10-04T14:21:59.312000,Shakira :-*,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
208,Nancy Kiragu,2015-05-12T11:48:27.242000,Check out this playlist on YouTube:Central ï»¿,1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1
203,Comedy Recipe,2013-08-11T03:40:42.801000,"Hey guys and girls check out Comedy Recipe for hilarious you tube videos, pranks, and crank calls!",1,5,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0
84,nosa bella,2015-05-18T22:19:53.735000,I subscribed it<br />ï»¿,1,5,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1
143,Raphael Lipusch,2015-05-23T17:07:04.122000,I love shakira<br />â¤â¤â¤â¤ï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
363,Elena Macchiaverna,2015-05-22T01:21:46.397000,this song sucksï»¿,0,5,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0
205,jack nons,2013-10-04T02:35:47.067000,I love it,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
201,Karol Martinez Restrepo Martinez,2015-05-23T12:16:41.723000,Likeï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
300,lauren sophie,2013-10-02T15:30:38.020000,her voice is so wow!,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
106,RezAIIDay,2015-05-11T19:01:00.573000,"If you could take time &amp; spare a min to read this, then thank you.Â <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone whoÂ <br /><br />Reads this could you press the &quot;THUMBS UP&quot; Â others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank Youï»¿",1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1
286,KarolÃ­na HlavatÃ¡,2015-05-27T14:41:43.081000,wery goodï»¿,0,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0
292,Mohammad Dorri,2013-09-10T14:21:06.521000,please visit our web: wellcomemd.blogfa.com,1,5,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
311,viginas smell like fish,2013-10-02T03:16:47.796000,God she is so hot,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
